# BUSCO version is: 3.1.0 
# The lineage dataset is: mollusca_odb10 (Creation date: 2019-11-20, number of species: 7, number of BUSCOs: 5295)
# To reproduce this run: python /programs/busco-3.1.0/scripts/run_BUSCO.py -i ./Similis_Trinity.fasta -o trinityBUSCO_Similis -l ./mollusca_odb10/ -m transcriptome -c 22
#
# Busco id	Status	Sequence	Score	Length
2357at6447	Duplicated	TRINITY_DN5529_c0_g1_i4	757.0	440
2365at6447	Complete	TRINITY_DN24645_c0_g1_i2	731.5	414
2367at6447	Missing
2368at6447	Complete	TRINITY_DN1382_c0_g1_i1	744.7	526
2371at6447	Complete	TRINITY_DN6281_c1_g1_i1	909.8	664
2373at6447	Missing
2374at6447	Duplicated	TRINITY_DN6618_c0_g1_i6	788.7	380
2374at6447	Duplicated	TRINITY_DN6618_c0_g1_i8	781.7	380
2375at6447	Complete	TRINITY_DN22041_c0_g1_i3	691.8	412
2377at6447	Duplicated	TRINITY_DN8954_c0_g1_i10	796.5	500
2377at6447	Duplicated	TRINITY_DN8954_c0_g1_i11	796.5	500
2377at6447	Duplicated	TRINITY_DN8954_c0_g1_i12	796.6	500
2378at6447	Duplicated	TRINITY_DN1907_c0_g1_i1	769.9	357
2378at6447	Duplicated	TRINITY_DN1907_c0_g1_i2	769.6	357
2379at6447	Complete	TRINITY_DN2323_c0_g1_i1	805.4	383
2381at6447	Missing
2383at6447	Missing
2384at6447	Duplicated	TRINITY_DN10800_c0_g1_i1	758.6	552
2384at6447	Duplicated	TRINITY_DN10800_c0_g1_i2	735.9	530
2386at6447	Duplicated	TRINITY_DN9471_c0_g1_i1	845.2	2140
2386at6447	Duplicated	TRINITY_DN9471_c0_g1_i3	845.1	2708
2386at6447	Duplicated	TRINITY_DN9471_c0_g1_i4	845.6	2356
2387at6447	Duplicated	TRINITY_DN176_c0_g1_i1	687.6	345
2387at6447	Duplicated	TRINITY_DN176_c0_g1_i2	687.7	345
2388at6447	Missing
2389at6447	Missing
2391at6447	Duplicated	TRINITY_DN4774_c0_g1_i3	853.0	650
2391at6447	Duplicated	TRINITY_DN4774_c0_g1_i5	776.1	577
2391at6447	Duplicated	TRINITY_DN4774_c0_g1_i6	753.7	527
2392at6447	Duplicated	TRINITY_DN15366_c0_g1_i2	811.4	798
2392at6447	Duplicated	TRINITY_DN15366_c0_g1_i5	801.8	841
2392at6447	Duplicated	TRINITY_DN15366_c0_g1_i7	811.4	798
2393at6447	Duplicated	TRINITY_DN30727_c0_g3_i1	551.2	322
2393at6447	Duplicated	TRINITY_DN30727_c0_g3_i3	551.6	325
2394at6447	Duplicated	TRINITY_DN7457_c0_g3_i2	787.9	407
2394at6447	Duplicated	TRINITY_DN7457_c0_g3_i4	787.2	407
2394at6447	Duplicated	TRINITY_DN7457_c0_g3_i7	787.9	407
2396at6447	Duplicated	TRINITY_DN10308_c0_g1_i1	668.2	437
2396at6447	Duplicated	TRINITY_DN2340_c0_g2_i3	606.3	430
2397at6447	Missing
2398at6447	Duplicated	TRINITY_DN4165_c0_g1_i3	709.0	513
2398at6447	Duplicated	TRINITY_DN4165_c0_g1_i5	707.2	516
2398at6447	Duplicated	TRINITY_DN4165_c0_g1_i8	708.5	513
2400at6447	Missing
2403at6447	Duplicated	TRINITY_DN26093_c1_g1_i1	680.1	515
2403at6447	Duplicated	TRINITY_DN26093_c1_g1_i2	679.6	515
2403at6447	Duplicated	TRINITY_DN26093_c1_g1_i4	679.5	515
2404at6447	Missing
2405at6447	Missing
2406at6447	Duplicated	TRINITY_DN552_c0_g1_i2	759.0	356
2406at6447	Duplicated	TRINITY_DN552_c0_g1_i3	759.1	356
2406at6447	Duplicated	TRINITY_DN552_c0_g1_i4	759.0	356
2407at6447	Missing
2408at6447	Duplicated	TRINITY_DN2669_c0_g1_i1	666.9	389
2408at6447	Duplicated	TRINITY_DN2669_c0_g1_i2	666.8	389
2409at6447	Duplicated	TRINITY_DN5514_c0_g1_i1	795.5	437
2409at6447	Duplicated	TRINITY_DN5514_c0_g1_i2	795.5	437
2409at6447	Duplicated	TRINITY_DN5514_c0_g1_i3	795.5	437
240at6447	Duplicated	TRINITY_DN18802_c0_g1_i2	1046.4	1102
240at6447	Duplicated	TRINITY_DN2692_c0_g1_i11	1130.1	976
240at6447	Duplicated	TRINITY_DN2692_c0_g1_i12	1131.1	1018
2410at6447	Missing
2413at6447	Missing
2414at6447	Missing
2416at6447	Duplicated	TRINITY_DN5357_c0_g1_i1	1573.4	1950
2416at6447	Duplicated	TRINITY_DN5357_c0_g1_i2	1573.3	1950
2419at6447	Duplicated	TRINITY_DN7906_c1_g1_i2	717.9	361
2419at6447	Duplicated	TRINITY_DN7906_c1_g1_i3	718.4	361
2422at6447	Complete	TRINITY_DN62801_c0_g1_i1	775.6	506
2423at6447	Duplicated	TRINITY_DN1537_c0_g1_i2	852.3	525
2423at6447	Duplicated	TRINITY_DN1537_c0_g1_i3	730.8	450
2423at6447	Duplicated	TRINITY_DN1537_c0_g1_i4	852.3	525
2424at6447	Complete	TRINITY_DN3029_c2_g1_i1	863.6	522
2429at6447	Duplicated	TRINITY_DN17030_c1_g1_i2	624.1	360
2429at6447	Duplicated	TRINITY_DN17030_c1_g1_i3	694.0	401
242at6447	Duplicated	TRINITY_DN6245_c0_g1_i1	1955.4	1160
242at6447	Duplicated	TRINITY_DN6245_c0_g1_i3	1955.4	1160
242at6447	Duplicated	TRINITY_DN6245_c0_g1_i4	1955.4	1160
2430at6447	Complete	TRINITY_DN13046_c0_g1_i1	837.4	443
2431at6447	Duplicated	TRINITY_DN12327_c0_g1_i2	732.2	480
2431at6447	Duplicated	TRINITY_DN12327_c0_g1_i3	731.9	480
2433at6447	Complete	TRINITY_DN2204_c0_g1_i1	730.5	342
2435at6447	Complete	TRINITY_DN14668_c0_g1_i1	797.6	430
2439at6447	Complete	TRINITY_DN12588_c0_g1_i1	717.4	554
243at6447	Duplicated	TRINITY_DN49342_c0_g1_i1	2384.8	1429
243at6447	Duplicated	TRINITY_DN49342_c0_g1_i2	2380.8	1439
2441at6447	Missing
2442at6447	Missing
2443at6447	Fragmented	TRINITY_DN46069_c0_g3_i1	578.0	333
2446at6447	Duplicated	TRINITY_DN6241_c0_g1_i1	770.7	414
2446at6447	Duplicated	TRINITY_DN6241_c0_g1_i2	770.8	414
2446at6447	Duplicated	TRINITY_DN6241_c0_g1_i4	771.6	414
2447at6447	Duplicated	TRINITY_DN53182_c0_g1_i1	699.0	506
2447at6447	Duplicated	TRINITY_DN53182_c0_g1_i2	698.9	506
2449at6447	Duplicated	TRINITY_DN11477_c0_g1_i1	823.8	562
2449at6447	Duplicated	TRINITY_DN11477_c0_g1_i2	837.7	552
2449at6447	Duplicated	TRINITY_DN11477_c0_g1_i3	837.8	552
244at6447	Duplicated	TRINITY_DN5116_c0_g1_i10	2220.4	1565
244at6447	Duplicated	TRINITY_DN5116_c0_g1_i5	2219.6	1562
244at6447	Duplicated	TRINITY_DN5116_c0_g1_i9	2216.6	1562
2450at6447	Complete	TRINITY_DN7302_c0_g1_i1	835.6	411
2453at6447	Missing
2454at6447	Duplicated	TRINITY_DN2373_c0_g1_i1	702.8	1577
2454at6447	Duplicated	TRINITY_DN2373_c0_g1_i2	703.8	1536
2454at6447	Duplicated	TRINITY_DN2373_c0_g1_i5	703.8	1536
2455at6447	Duplicated	TRINITY_DN2034_c1_g1_i2	649.6	319
2455at6447	Duplicated	TRINITY_DN2034_c1_g1_i3	649.3	319
2455at6447	Duplicated	TRINITY_DN2034_c1_g1_i8	649.1	319
2456at6447	Complete	TRINITY_DN27273_c0_g2_i1	717.1	366
2458at6447	Duplicated	TRINITY_DN5093_c0_g1_i1	639.2	378
2458at6447	Duplicated	TRINITY_DN5093_c0_g1_i3	682.1	378
245at6447	Duplicated	TRINITY_DN7194_c0_g1_i1	1476.7	1838
245at6447	Duplicated	TRINITY_DN7194_c0_g1_i5	1476.7	1838
2462at6447	Duplicated	TRINITY_DN16496_c0_g1_i5	678.4	445
2462at6447	Duplicated	TRINITY_DN16496_c0_g1_i6	670.7	497
2463at6447	Complete	TRINITY_DN52_c0_g1_i9	664.3	423
2466at6447	Missing
2467at6447	Duplicated	TRINITY_DN9392_c0_g1_i2	704.3	377
2467at6447	Duplicated	TRINITY_DN9392_c0_g1_i4	704.2	377
246at6447	Complete	TRINITY_DN11390_c1_g1_i1	1834.3	1103
2473at6447	Complete	TRINITY_DN2012_c0_g1_i4	1157.9	862
2481at6447	Complete	TRINITY_DN18881_c0_g2_i1	769.2	455
2483at6447	Complete	TRINITY_DN21135_c0_g2_i1	454.0	449
2484at6447	Missing
2487at6447	Duplicated	TRINITY_DN8405_c0_g1_i1	363.9	485
2487at6447	Duplicated	TRINITY_DN8405_c0_g1_i4	363.8	485
248at6447	Duplicated	TRINITY_DN9604_c0_g1_i3	2127.2	1095
248at6447	Duplicated	TRINITY_DN9604_c0_g1_i4	2127.4	1095
2490at6447	Complete	TRINITY_DN7978_c0_g1_i1	896.6	592
2491at6447	Duplicated	TRINITY_DN4048_c0_g1_i3	654.0	544
2491at6447	Duplicated	TRINITY_DN4048_c0_g1_i4	656.1	544
2491at6447	Duplicated	TRINITY_DN4048_c0_g1_i8	656.2	544
2492at6447	Duplicated	TRINITY_DN19649_c1_g2_i1	647.1	501
2492at6447	Duplicated	TRINITY_DN19649_c1_g2_i2	582.9	482
2494at6447	Duplicated	TRINITY_DN3040_c0_g1_i2	759.8	768
2494at6447	Duplicated	TRINITY_DN3040_c0_g1_i3	759.8	768
2494at6447	Duplicated	TRINITY_DN3040_c0_g1_i4	760.0	750
2495at6447	Duplicated	TRINITY_DN604_c0_g1_i1	805.6	1178
2495at6447	Duplicated	TRINITY_DN604_c0_g1_i5	807.8	1179
2495at6447	Duplicated	TRINITY_DN604_c0_g1_i6	808.0	1179
249at6447	Missing
2501at6447	Duplicated	TRINITY_DN3445_c0_g1_i1	680.4	564
2501at6447	Duplicated	TRINITY_DN3445_c0_g1_i2	680.2	564
2503at6447	Complete	TRINITY_DN832_c0_g1_i1	726.7	379
2505at6447	Complete	TRINITY_DN374_c0_g1_i2	882.2	503
2507at6447	Missing
2508at6447	Missing
2509at6447	Duplicated	TRINITY_DN1674_c0_g1_i1	825.2	468
2509at6447	Duplicated	TRINITY_DN1674_c0_g1_i2	825.3	468
250at6447	Duplicated	TRINITY_DN5786_c0_g1_i1	2084.6	1508
250at6447	Duplicated	TRINITY_DN5786_c0_g1_i3	2084.5	1508
250at6447	Duplicated	TRINITY_DN5786_c0_g1_i4	2084.5	1508
2515at6447	Duplicated	TRINITY_DN3105_c0_g1_i1	967.7	510
2515at6447	Duplicated	TRINITY_DN3105_c0_g1_i4	970.8	510
2518at6447	Complete	TRINITY_DN14936_c1_g1_i1	802.5	503
2519at6447	Complete	TRINITY_DN4598_c0_g1_i13	651.3	494
251at6447	Complete	TRINITY_DN9722_c0_g1_i4	2097.9	1205
2520at6447	Missing
2522at6447	Complete	TRINITY_DN53627_c0_g1_i1	523.4	288
2523at6447	Missing
2524at6447	Missing
2526at6447	Complete	TRINITY_DN10631_c0_g2_i1	689.4	425
2527at6447	Duplicated	TRINITY_DN2057_c0_g1_i2	784.3	559
2527at6447	Duplicated	TRINITY_DN2057_c0_g1_i3	784.2	559
2532at6447	Duplicated	TRINITY_DN13478_c0_g1_i1	222.9	341
2532at6447	Duplicated	TRINITY_DN13478_c0_g1_i2	196.8	269
2534at6447	Duplicated	TRINITY_DN747_c0_g1_i1	780.5	403
2534at6447	Duplicated	TRINITY_DN747_c0_g1_i2	780.5	403
2537at6447	Complete	TRINITY_DN9358_c0_g1_i2	819.6	476
2539at6447	Duplicated	TRINITY_DN7320_c0_g1_i1	530.9	273
2539at6447	Duplicated	TRINITY_DN7320_c0_g1_i4	530.9	273
253at6447	Complete	TRINITY_DN62895_c0_g1_i1	672.2	332
2540at6447	Duplicated	TRINITY_DN42077_c0_g2_i1	639.5	488
2540at6447	Duplicated	TRINITY_DN42077_c0_g2_i2	639.5	488
2543at6447	Missing
2548at6447	Missing
2549at6447	Duplicated	TRINITY_DN5571_c1_g1_i2	837.2	426
2549at6447	Duplicated	TRINITY_DN5571_c1_g1_i3	837.2	426
254at6447	Fragmented	TRINITY_DN54173_c0_g3_i1	1088.4	738
2551at6447	Duplicated	TRINITY_DN13286_c0_g1_i1	669.0	579
2551at6447	Duplicated	TRINITY_DN13286_c0_g1_i2	669.1	580
2552at6447	Duplicated	TRINITY_DN10225_c1_g1_i10	813.6	696
2552at6447	Duplicated	TRINITY_DN10225_c1_g1_i3	812.3	738
2552at6447	Duplicated	TRINITY_DN10225_c1_g1_i9	812.3	738
2553at6447	Duplicated	TRINITY_DN10741_c0_g1_i1	1004.4	719
2553at6447	Duplicated	TRINITY_DN10741_c0_g1_i2	1003.2	719
2553at6447	Duplicated	TRINITY_DN10741_c0_g1_i6	1005.2	719
2558at6447	Duplicated	TRINITY_DN595_c0_g1_i2	789.9	450
2558at6447	Duplicated	TRINITY_DN595_c0_g1_i6	789.8	450
2562at6447	Duplicated	TRINITY_DN506_c0_g2_i1	693.3	387
2562at6447	Duplicated	TRINITY_DN506_c0_g2_i4	693.3	387
2563at6447	Duplicated	TRINITY_DN1692_c0_g1_i1	662.7	415
2563at6447	Duplicated	TRINITY_DN1692_c0_g1_i2	649.4	415
2563at6447	Duplicated	TRINITY_DN1692_c0_g1_i3	649.5	415
2565at6447	Duplicated	TRINITY_DN13585_c0_g2_i1	754.1	429
2565at6447	Duplicated	TRINITY_DN13585_c0_g2_i3	753.7	429
2565at6447	Duplicated	TRINITY_DN13585_c0_g2_i8	753.7	429
2567at6447	Missing
2568at6447	Missing
256at6447	Missing
2573at6447	Duplicated	TRINITY_DN37419_c1_g1_i1	811.9	422
2573at6447	Duplicated	TRINITY_DN37419_c1_g1_i2	811.9	422
2573at6447	Duplicated	TRINITY_DN37419_c1_g1_i3	811.6	422
2574at6447	Duplicated	TRINITY_DN16546_c0_g1_i1	877.0	514
2574at6447	Duplicated	TRINITY_DN16546_c0_g1_i5	876.9	514
2575at6447	Duplicated	TRINITY_DN32618_c0_g1_i1	961.5	618
2575at6447	Duplicated	TRINITY_DN32618_c0_g1_i2	956.7	543
2577at6447	Duplicated	TRINITY_DN5886_c0_g1_i11	731.5	378
2577at6447	Duplicated	TRINITY_DN5886_c0_g1_i4	734.4	378
2577at6447	Duplicated	TRINITY_DN5886_c0_g1_i8	731.4	378
2578at6447	Duplicated	TRINITY_DN786_c0_g2_i5	656.4	385
2578at6447	Duplicated	TRINITY_DN786_c0_g2_i6	656.4	385
2578at6447	Duplicated	TRINITY_DN786_c0_g2_i7	656.4	385
2579at6447	Complete	TRINITY_DN5512_c1_g1_i1	700.3	434
257at6447	Duplicated	TRINITY_DN12473_c0_g2_i2	2179.4	1524
257at6447	Duplicated	TRINITY_DN12473_c0_g2_i5	2179.4	1524
2580at6447	Complete	TRINITY_DN42031_c0_g1_i1	779.5	492
2581at6447	Missing
2582at6447	Duplicated	TRINITY_DN14282_c0_g1_i6	692.9	462
2582at6447	Duplicated	TRINITY_DN14282_c0_g1_i7	692.9	462
2583at6447	Complete	TRINITY_DN3642_c0_g3_i1	656.1	372
2587at6447	Complete	TRINITY_DN35535_c0_g1_i1	755.9	636
2588at6447	Duplicated	TRINITY_DN93_c0_g1_i4	561.5	605
2588at6447	Duplicated	TRINITY_DN93_c0_g1_i8	566.7	644
2588at6447	Duplicated	TRINITY_DN93_c0_g1_i9	561.2	605
2589at6447	Duplicated	TRINITY_DN1489_c1_g1_i1	809.4	445
2589at6447	Duplicated	TRINITY_DN1489_c1_g1_i2	809.1	445
2591at6447	Complete	TRINITY_DN15403_c0_g2_i1	565.7	578
2594at6447	Fragmented	TRINITY_DN21726_c0_g1_i1	551.3	309
2595at6447	Complete	TRINITY_DN18966_c0_g1_i1	686.2	597
2597at6447	Duplicated	TRINITY_DN30691_c0_g1_i1	797.3	420
2597at6447	Duplicated	TRINITY_DN30691_c0_g1_i2	797.1	420
259at6447	Missing
2600at6447	Complete	TRINITY_DN10528_c1_g1_i2	669.0	510
2601at6447	Missing
2603at6447	Missing
2604at6447	Duplicated	TRINITY_DN13897_c0_g1_i1	584.5	398
2604at6447	Duplicated	TRINITY_DN30555_c0_g2_i1	570.2	378
2609at6447	Duplicated	TRINITY_DN1741_c0_g1_i4	678.3	331
2609at6447	Duplicated	TRINITY_DN1741_c0_g1_i7	677.6	331
2609at6447	Duplicated	TRINITY_DN1741_c0_g1_i8	656.8	315
260at6447	Missing
2612at6447	Missing
2613at6447	Duplicated	TRINITY_DN3477_c1_g1_i1	787.9	469
2613at6447	Duplicated	TRINITY_DN3477_c1_g1_i5	788.0	469
2613at6447	Duplicated	TRINITY_DN3477_c1_g1_i7	788.0	469
2617at6447	Duplicated	TRINITY_DN4358_c0_g1_i1	864.4	669
2617at6447	Duplicated	TRINITY_DN4358_c0_g1_i3	892.0	667
2617at6447	Duplicated	TRINITY_DN4358_c0_g1_i6	891.9	667
2620at6447	Complete	TRINITY_DN8674_c0_g1_i1	788.6	461
2624at6447	Missing
2625at6447	Duplicated	TRINITY_DN4531_c0_g1_i1	683.4	336
2625at6447	Duplicated	TRINITY_DN4531_c0_g1_i3	683.3	336
2625at6447	Duplicated	TRINITY_DN4531_c0_g1_i4	683.3	336
2626at6447	Missing
2632at6447	Duplicated	TRINITY_DN8048_c0_g1_i1	912.8	652
2632at6447	Duplicated	TRINITY_DN8048_c0_g1_i7	912.8	652
2636at6447	Missing
2639at6447	Complete	TRINITY_DN3093_c1_g3_i1	787.8	438
263at6447	Missing
2643at6447	Complete	TRINITY_DN16560_c0_g1_i1	762.5	551
2645at6447	Duplicated	TRINITY_DN4048_c1_g1_i1	777.4	466
2645at6447	Duplicated	TRINITY_DN4048_c1_g1_i2	776.1	426
2646at6447	Duplicated	TRINITY_DN39758_c0_g1_i1	596.1	494
2646at6447	Duplicated	TRINITY_DN39758_c0_g1_i2	596.0	494
2647at6447	Missing
264at6447	Missing
2650at6447	Complete	TRINITY_DN32644_c0_g2_i1	443.3	540
2651at6447	Duplicated	TRINITY_DN5901_c0_g2_i10	616.1	686
2651at6447	Duplicated	TRINITY_DN5901_c0_g2_i14	612.7	711
2651at6447	Duplicated	TRINITY_DN5901_c0_g2_i8	616.2	686
2653at6447	Complete	TRINITY_DN15529_c0_g2_i1	474.9	306
2654at6447	Duplicated	TRINITY_DN6216_c0_g1_i1	804.9	395
2654at6447	Duplicated	TRINITY_DN6216_c0_g1_i2	804.9	395
2654at6447	Duplicated	TRINITY_DN6216_c0_g1_i3	805.7	395
2655at6447	Complete	TRINITY_DN15657_c0_g3_i1	782.4	374
2656at6447	Complete	TRINITY_DN3137_c0_g1_i1	789.9	402
2657at6447	Missing
2660at6447	Missing
2661at6447	Missing
2662at6447	Missing
2664at6447	Duplicated	TRINITY_DN4153_c0_g1_i6	746.5	339
2664at6447	Duplicated	TRINITY_DN4153_c0_g1_i7	755.8	339
2666at6447	Duplicated	TRINITY_DN24432_c0_g1_i3	701.5	359
2666at6447	Duplicated	TRINITY_DN24432_c0_g1_i4	801.9	420
2669at6447	Missing
2672at6447	Duplicated	TRINITY_DN2733_c0_g1_i12	675.7	552
2672at6447	Duplicated	TRINITY_DN2733_c0_g1_i16	660.6	532
2672at6447	Duplicated	TRINITY_DN2733_c0_g1_i5	660.6	532
2673at6447	Missing
2674at6447	Complete	TRINITY_DN61969_c0_g1_i2	663.7	461
2680at6447	Duplicated	TRINITY_DN2568_c0_g1_i2	707.0	429
2680at6447	Duplicated	TRINITY_DN2568_c0_g1_i4	654.7	406
2683at6447	Duplicated	TRINITY_DN10974_c0_g1_i1	1064.0	1135
2683at6447	Duplicated	TRINITY_DN10974_c0_g1_i2	1064.0	1135
2683at6447	Duplicated	TRINITY_DN10974_c0_g1_i3	1063.6	1136
2685at6447	Duplicated	TRINITY_DN13638_c0_g1_i2	924.9	1057
2685at6447	Duplicated	TRINITY_DN13638_c0_g1_i5	915.8	1033
2685at6447	Duplicated	TRINITY_DN13638_c0_g1_i6	924.9	1057
2688at6447	Missing
2689at6447	Complete	TRINITY_DN22815_c0_g2_i1	743.0	397
2692at6447	Complete	TRINITY_DN412_c1_g1_i1	690.1	311
2693at6447	Missing
2695at6447	Duplicated	TRINITY_DN5695_c0_g1_i2	686.4	683
2695at6447	Duplicated	TRINITY_DN5695_c0_g1_i5	755.4	740
2695at6447	Duplicated	TRINITY_DN5695_c0_g1_i6	721.9	713
2696at6447	Duplicated	TRINITY_DN7072_c0_g1_i1	731.2	414
2696at6447	Duplicated	TRINITY_DN7072_c0_g1_i11	731.2	414
2698at6447	Complete	TRINITY_DN23531_c0_g1_i1	546.4	375
269at6447	Missing
26at6447	Missing
2700at6447	Duplicated	TRINITY_DN2800_c0_g1_i6	875.7	472
2700at6447	Duplicated	TRINITY_DN2800_c0_g1_i7	897.4	502
2709at6447	Duplicated	TRINITY_DN6648_c1_g1_i1	746.6	572
2709at6447	Duplicated	TRINITY_DN6648_c1_g1_i2	746.6	572
2709at6447	Duplicated	TRINITY_DN6648_c1_g1_i3	746.6	572
270at6447	Complete	TRINITY_DN8400_c0_g2_i7	2167.8	1495
2714at6447	Missing
2715at6447	Duplicated	TRINITY_DN1013_c0_g3_i1	916.0	828
2715at6447	Duplicated	TRINITY_DN1013_c0_g3_i2	914.8	828
2715at6447	Duplicated	TRINITY_DN1013_c0_g3_i3	914.5	831
2716at6447	Complete	TRINITY_DN37189_c0_g1_i1	674.5	358
2718at6447	Complete	TRINITY_DN18027_c0_g1_i1	798.1	386
271at6447	Duplicated	TRINITY_DN21682_c0_g1_i15	1986.4	956
271at6447	Duplicated	TRINITY_DN21682_c0_g1_i16	1986.4	956
271at6447	Duplicated	TRINITY_DN21682_c0_g1_i6	1986.5	956
2720at6447	Missing
2721at6447	Missing
2727at6447	Duplicated	TRINITY_DN1072_c0_g1_i1	754.4	478
2727at6447	Duplicated	TRINITY_DN1072_c0_g1_i2	754.3	435
2729at6447	Duplicated	TRINITY_DN10521_c0_g1_i1	567.3	565
2729at6447	Duplicated	TRINITY_DN10521_c0_g1_i11	567.3	565
2729at6447	Duplicated	TRINITY_DN10521_c0_g1_i3	567.1	565
272at6447	Duplicated	TRINITY_DN2100_c0_g1_i1	2150.1	1455
272at6447	Duplicated	TRINITY_DN2100_c0_g1_i2	2150.1	1455
2730at6447	Duplicated	TRINITY_DN6085_c0_g2_i1	721.1	569
2730at6447	Duplicated	TRINITY_DN6085_c0_g2_i2	721.1	569
2730at6447	Duplicated	TRINITY_DN6085_c0_g2_i3	721.5	569
2732at6447	Duplicated	TRINITY_DN7044_c0_g1_i1	1125.3	1190
2732at6447	Duplicated	TRINITY_DN7044_c0_g1_i2	1125.9	1169
2733at6447	Missing
2734at6447	Missing
2735at6447	Complete	TRINITY_DN1733_c0_g1_i1	642.9	372
2738at6447	Duplicated	TRINITY_DN915_c2_g2_i1	700.0	399
2738at6447	Duplicated	TRINITY_DN915_c2_g2_i2	780.6	428
2739at6447	Complete	TRINITY_DN10370_c1_g2_i1	686.5	431
2740at6447	Duplicated	TRINITY_DN2202_c2_g1_i1	904.0	688
2740at6447	Duplicated	TRINITY_DN2202_c2_g1_i2	904.0	688
2741at6447	Complete	TRINITY_DN49196_c0_g1_i1	682.5	822
2743at6447	Missing
2744at6447	Missing
2745at6447	Missing
2746at6447	Missing
2747at6447	Duplicated	TRINITY_DN101_c0_g1_i13	658.6	478
2747at6447	Duplicated	TRINITY_DN101_c0_g1_i8	658.7	478
2747at6447	Duplicated	TRINITY_DN101_c0_g1_i9	658.5	478
2748at6447	Complete	TRINITY_DN6412_c1_g1_i3	737.9	456
274at6447	Duplicated	TRINITY_DN3374_c1_g1_i3	1964.0	1515
274at6447	Duplicated	TRINITY_DN3374_c1_g1_i4	1964.0	1515
274at6447	Duplicated	TRINITY_DN3374_c1_g1_i6	1964.0	1515
2751at6447	Duplicated	TRINITY_DN4214_c1_g1_i3	614.4	342
2751at6447	Duplicated	TRINITY_DN4214_c1_g1_i5	614.5	342
2751at6447	Duplicated	TRINITY_DN4214_c1_g1_i8	614.5	342
2752at6447	Duplicated	TRINITY_DN4673_c1_g1_i2	754.7	380
2752at6447	Duplicated	TRINITY_DN4673_c1_g1_i3	751.6	417
2755at6447	Missing
2756at6447	Duplicated	TRINITY_DN51567_c0_g1_i4	849.4	1336
2756at6447	Duplicated	TRINITY_DN51567_c0_g1_i5	849.9	1187
2756at6447	Duplicated	TRINITY_DN51567_c0_g1_i9	845.4	1333
2760at6447	Duplicated	TRINITY_DN1572_c0_g2_i1	569.3	326
2760at6447	Duplicated	TRINITY_DN1572_c0_g2_i2	596.5	332
2761at6447	Duplicated	TRINITY_DN11584_c0_g1_i1	740.6	363
2761at6447	Duplicated	TRINITY_DN11584_c0_g1_i5	740.6	363
2762at6447	Complete	TRINITY_DN12571_c0_g3_i1	705.4	430
2766at6447	Complete	TRINITY_DN3596_c0_g1_i6	856.3	512
2768at6447	Complete	TRINITY_DN8684_c0_g1_i1	359.2	426
276at6447	Duplicated	TRINITY_DN7546_c0_g2_i1	1596.5	1257
276at6447	Duplicated	TRINITY_DN7546_c0_g2_i2	1596.5	1257
2772at6447	Complete	TRINITY_DN24550_c0_g1_i1	754.3	461
2776at6447	Duplicated	TRINITY_DN1526_c0_g1_i10	671.5	413
2776at6447	Duplicated	TRINITY_DN1526_c0_g1_i5	671.5	413
2776at6447	Duplicated	TRINITY_DN1526_c0_g1_i9	655.7	378
2777at6447	Missing
2778at6447	Duplicated	TRINITY_DN28557_c0_g1_i1	633.5	595
2778at6447	Duplicated	TRINITY_DN28557_c0_g1_i2	566.8	548
2783at6447	Missing
2785at6447	Missing
2787at6447	Duplicated	TRINITY_DN16347_c0_g1_i1	1124.2	927
2787at6447	Duplicated	TRINITY_DN16347_c0_g1_i3	1127.0	927
278at6447	Duplicated	TRINITY_DN25134_c0_g1_i1	954.1	564
278at6447	Duplicated	TRINITY_DN25134_c0_g1_i4	954.1	564
278at6447	Duplicated	TRINITY_DN25134_c0_g1_i7	954.1	564
2793at6447	Missing
2794at6447	Complete	TRINITY_DN4798_c0_g2_i1	757.1	557
2796at6447	Missing
2801at6447	Complete	TRINITY_DN43731_c0_g1_i1	567.7	372
2802at6447	Complete	TRINITY_DN22568_c0_g1_i1	769.8	560
2803at6447	Duplicated	TRINITY_DN2666_c1_g1_i1	772.8	577
2803at6447	Duplicated	TRINITY_DN2666_c1_g1_i2	745.2	575
2805at6447	Duplicated	TRINITY_DN2245_c0_g1_i1	768.5	385
2805at6447	Duplicated	TRINITY_DN2245_c0_g1_i6	768.5	385
2805at6447	Duplicated	TRINITY_DN2245_c0_g1_i7	768.5	385
2806at6447	Missing
2808at6447	Complete	TRINITY_DN3125_c0_g1_i2	830.2	471
2810at6447	Duplicated	TRINITY_DN4460_c0_g1_i3	470.5	505
2810at6447	Duplicated	TRINITY_DN4460_c0_g1_i4	470.5	505
2810at6447	Duplicated	TRINITY_DN4460_c0_g1_i5	470.8	505
2811at6447	Complete	TRINITY_DN2293_c0_g1_i1	659.9	362
2812at6447	Duplicated	TRINITY_DN4907_c0_g1_i10	642.8	381
2812at6447	Duplicated	TRINITY_DN4907_c0_g1_i12	642.8	381
2812at6447	Duplicated	TRINITY_DN4907_c0_g1_i2	643.4	381
2815at6447	Duplicated	TRINITY_DN27905_c0_g1_i1	625.2	393
2815at6447	Duplicated	TRINITY_DN27905_c0_g1_i3	595.4	348
2818at6447	Duplicated	TRINITY_DN1460_c0_g1_i10	732.4	414
2818at6447	Duplicated	TRINITY_DN1460_c0_g1_i2	732.4	414
2818at6447	Duplicated	TRINITY_DN1460_c0_g1_i9	732.3	414
